nocues;nhog;region;aglo;t_aglo;v108;v109;v111;v202;v238a;v256a
3.316;1;4;6;4;18;1;3;3;;
3.316;1;4;6;4;17;2;3;;;
3.316;1;4;6;4;84;2;9;;;
3.317;1;4;6;1;60;1;1;3;1;
3.317;1;4;6;1;57;2;2;2;;
3.318;1;4;6;1;33;1;1;;1;
3.318;1;4;6;1;30;2;2;;;
3.318;1;4;6;1;13;1;3;;;
3.318;1;4;6;1;6;1;3;;;
3.319;1;4;6;1;33;1;1;1;1;1
3.319;1;4;6;1;35;2;2;1;;
3.319;1;4;6;1;17;1;3;;;
3.319;1;4;6;1;8;1;3;;;
3.319;1;4;6;1;6;2;3;;;
3.320;1;4;6;1;58;1;1;3;2;2
3.321;1;4;6;1;37;1;1;1;1;9
3.321;1;4;6;1;35;2;2;3;;
3.321;1;4;6;1;16;2;3;;;
3.321;1;4;6;1;9;1;3;;;
3.321;1;4;6;1;5;1;3;;;
3.322;1;4;6;1;54;1;1;;2;2
3.323;1;4;6;1;58;1;1;1;1;
3.323;1;4;6;1;58;2;2;1;;
3.323;1;4;6;1;26;2;3;;;
3.323;1;4;6;1;20;1;3;1;;
3.324;1;4;6;3;31;1;1;;1;
3.324;1;4;6;3;7;2;3;;;
3.325;1;4;6;3;58;1;1;1;1;
3.325;1;4;6;3;38;2;2;;;
3.325;1;4;6;3;12;2;3;;;
3.325;1;4;6;3;2;2;3;;;
3.326;1;4;6;3;59;1;1;;1;1
3.326;1;4;6;3;56;2;2;;;
3.327;1;4;6;3;42;1;1;;1;1
3.328;1;4;6;3;36;2;2;;1;9
3.328;1;4;6;3;42;1;1;;;
3.328;1;4;6;3;6;1;3;;;
3.328;1;4;6;3;4;1;3;;;
3.329;1;4;6;4;50;2;1;;1;
3.330;1;4;6;4;63;1;1;3;3;2
3.330;1;4;6;4;80;2;2;;;
3.331;1;4;6;4;56;1;1;;1;1
3.331;1;4;6;4;17;2;3;;;
3.332;1;4;6;4;51;1;1;3;1;1
3.332;1;4;6;4;50;2;2;1;;
3.332;1;4;6;4;22;2;3;1;;
3.333;1;4;6;4;43;1;1;;1;
3.334;1;4;6;4;54;2;1;1;2;1
3.334;1;4;6;4;92;2;9;1;;
3.335;1;4;6;1;23;1;1;1;1;
3.335;1;4;6;1;19;2;2;3;;
3.336;1;4;6;1;60;1;1;1;1;9
3.336;1;4;6;1;20;1;3;;;
3.337;1;4;6;1;61;1;1;1;1;1
3.337;1;4;6;1;54;2;2;;;
3.338;1;4;6;1;54;2;1;3;1;2
3.338;1;4;6;1;57;1;2;3;;
3.338;1;4;6;1;18;1;3;;;
3.338;1;4;6;1;16;2;7;3;;
3.338;1;4;6;1;9;1;7;;;
3.338;1;4;6;1;19;1;3;;;
3.339;1;4;6;1;25;1;1;3;1;1
3.339;1;4;6;1;20;2;2;3;;
3.339;1;4;6;1;4;1;3;;;
3.339;1;4;6;1;0;1;3;;;
3.340;1;4;6;1;54;2;2;3;1;
3.340;1;4;6;1;49;1;1;;;
3.341;1;4;6;1;30;2;2;;1;2
3.341;1;4;6;1;34;1;1;;;
3.341;1;4;6;1;9;2;3;;;
3.341;1;4;6;1;7;1;3;;;
3.342;1;4;6;1;45;2;1;;2;2
3.342;1;4;6;1;28;1;3;1;;
3.342;1;4;6;1;21;1;3;1;;
3.342;1;4;6;1;11;2;10;;;
3.343;1;4;6;1;32;1;1;1;1;
3.343;1;4;6;1;32;2;2;1;;
3.344;1;4;6;2;30;1;1;;1;
3.344;1;4;6;2;30;2;2;1;;
3.344;1;4;6;2;11;2;3;;;
3.344;1;4;6;2;3;2;3;;;
3.344;1;4;6;2;0;1;3;;;
3.346;1;4;6;2;53;1;1;1;1;1
3.346;1;4;6;2;59;2;2;1;;
3.346;1;4;6;2;32;1;3;1;;
3.346;1;4;6;2;29;2;3;1;;
3.346;1;4;6;2;24;1;3;1;;
3.347;1;4;6;2;33;2;1;1;2;2
3.347;1;4;6;2;37;1;2;1;;
3.347;1;4;6;2;9;2;3;;;
3.347;1;4;6;2;6;1;3;;;
3.349;1;4;6;2;39;2;1;1;2;2
3.349;1;4;6;2;49;1;2;1;;
3.349;1;4;6;2;9;2;3;;;
3.349;1;4;6;2;0;1;3;;;
3.350;1;4;6;1;49;1;1;;1;2
3.350;1;4;6;1;43;2;2;;;
3.350;1;4;6;1;24;2;3;;;
3.350;1;4;6;1;11;1;3;;;
3.350;1;4;6;1;4;2;7;;;
3.351;1;4;6;1;41;2;1;1;1;2
3.351;1;4;6;1;18;1;3;;;
3.351;1;4;6;1;9;1;3;;;
3.352;1;4;6;1;71;1;1;9;1;
3.352;1;4;6;1;67;2;2;;;
3.352;1;4;6;1;47;2;3;2;;
3.352;1;4;6;1;16;1;7;;;
3.352;1;4;6;1;12;1;7;;;
3.353;1;4;6;1;35;1;1;;3;2
3.353;1;4;6;1;37;2;2;;;
3.353;1;4;6;1;17;2;3;;;
3.353;1;4;6;1;14;1;3;;;
3.353;1;4;6;1;12;2;3;;;
3.353;1;4;6;1;10;2;3;;;
3.353;1;4;6;1;8;1;3;;;
3.354;1;4;6;1;27;1;1;1;1;
3.354;1;4;6;1;22;2;2;3;;
3.355;1;4;6;1;24;2;1;3;1;1
3.355;1;4;6;1;26;1;2;;;
3.355;1;4;6;1;4;1;3;;;
3.356;1;4;6;1;50;1;1;1;3;2
3.356;1;4;6;1;55;2;2;3;;
3.356;1;4;6;1;35;1;3;;;
3.356;1;4;6;1;31;1;3;3;;
3.356;1;4;6;1;20;1;3;3;;
3.356;1;4;6;1;18;1;3;3;;
3.356;1;4;6;1;15;1;7;;;
3.356;2;4;6;1;37;1;1;1;2;2
3.356;2;4;6;1;28;2;2;3;;
3.356;2;4;6;1;11;1;3;;;
3.356;2;4;6;1;2;1;3;;;
3.357;1;4;6;1;24;2;1;3;3;2
3.357;1;4;6;1;11;1;3;;;
3.357;1;4;6;1;8;2;3;;;
3.357;1;4;6;1;6;2;3;;;
3.357;1;4;6;1;5;2;3;;;
3.357;2;4;6;1;27;1;1;3;3;
3.357;2;4;6;1;20;2;2;1;;
3.357;2;4;6;1;3;2;3;;;
3.357;2;4;6;1;1;1;3;;;
3.358;1;4;6;1;47;1;1;1;2;1
3.358;1;4;6;1;8;1;3;;;
3.358;1;4;6;1;6;2;3;;;
3.358;1;4;6;1;43;2;2;1;;
3.359;1;4;6;1;30;1;1;1;2;
3.359;1;4;6;1;7;1;3;;;
3.360;1;4;6;1;67;1;1;;1;2
3.360;1;4;6;1;65;2;2;3;;
3.360;1;4;6;1;39;2;3;3;;
3.360;1;4;6;1;37;2;3;3;;
3.361;1;4;6;1;68;1;1;1;1;1
3.361;1;4;6;1;62;2;2;3;;
3.361;1;4;6;1;27;1;3;3;;
3.362;1;4;6;3;39;1;1;;1;
3.362;1;4;6;3;35;2;2;3;;
3.362;1;4;6;3;9;2;3;;;
3.363;1;4;6;3;63;1;1;;1;1
3.363;1;4;6;3;63;2;2;;;
3.364;1;4;6;3;45;1;1;1;1;1
3.364;1;4;6;3;45;2;2;;;
3.364;1;4;6;3;19;2;3;;;
3.364;1;4;6;3;13;2;3;;;
3.364;1;4;6;3;11;2;3;;;
3.365;1;4;6;3;56;1;2;1;1;
3.365;1;4;6;3;64;2;1;;;
3.366;1;4;6;3;55;2;1;;1;1
3.367;1;4;6;3;57;2;1;1;1;
3.367;1;4;6;3;63;1;2;1;;
3.367;1;4;6;3;30;2;3;1;;
3.368;1;4;6;3;50;2;1;;1;
3.368;1;4;6;3;51;1;2;;;
3.369;1;4;6;3;69;2;1;1;1;2
3.369;1;4;6;3;74;1;2;;;
3.370;1;4;6;3;72;2;1;1;3;2
3.371;1;4;6;3;55;1;1;1;1;1
3.371;1;4;6;3;16;1;3;;;
3.371;1;4;6;3;9;2;3;;;
3.372;1;4;6;3;36;1;1;3;1;1
3.372;1;4;6;3;32;2;2;2;;
3.372;1;4;6;3;3;1;3;;;
3.372;1;4;6;3;2;1;3;;;
3.373;1;4;6;3;39;2;1;1;1;
3.373;1;4;6;3;45;1;2;;;
3.373;1;4;6;3;68;2;9;1;;
3.373;1;4;6;3;4;1;3;;;
3.374;1;4;6;3;36;1;1;;2;1
3.374;1;4;6;3;38;2;2;1;;
3.374;1;4;6;3;2;1;3;;;
3.375;1;4;6;1;60;2;1;1;3;2
3.375;1;4;6;1;34;1;3;;;
3.376;1;4;6;1;51;2;1;;1;1
3.376;1;4;6;1;17;1;3;;;
3.378;1;4;6;1;47;1;1;1;1;
3.379;1;7;6;2;72;2;1;;1;
3.380;1;7;6;2;37;2;1;;2;
3.381;1;7;6;2;40;2;1;;2;2
3.381;1;7;6;2;18;1;3;;;
3.381;1;7;6;2;12;2;3;;;
3.382;1;7;6;2;60;1;1;;1;1
3.382;1;7;6;2;60;2;6;1;;
3.383;1;7;6;2;30;1;1;3;2;2
3.383;1;7;6;2;31;2;2;3;;
3.383;1;7;6;2;11;2;3;;;
3.383;1;7;6;2;10;2;3;;;
3.383;1;7;6;2;3;1;3;;;
3.383;1;7;6;2;1;2;3;;;
3.384;1;7;6;2;44;1;1;1;1;1
3.384;1;7;6;2;42;2;2;;;
3.384;1;7;6;2;15;2;3;;;
3.384;1;7;6;2;10;1;3;;;
3.385;1;7;6;2;36;1;1;1;2;1
3.385;1;7;6;2;35;2;2;;;
3.385;1;7;6;2;7;1;3;;;
3.385;1;7;6;2;0;1;3;;;
3.386;1;7;6;2;37;1;1;3;1;
3.386;1;7;6;2;29;2;2;;;
3.386;1;7;6;2;4;1;3;;;
3.387;1;7;6;2;65;1;1;1;1;1
3.387;1;7;6;2;57;2;2;1;;
3.387;1;7;6;2;27;1;3;;;
3.388;1;7;6;2;46;1;1;1;1;2
3.388;1;7;6;2;48;2;2;1;;
3.388;1;7;6;2;23;2;3;;;
3.388;1;7;6;2;22;2;3;;;
3.388;1;7;6;2;18;1;3;;;
3.389;1;7;6;2;71;1;1;1;2;2
3.389;1;7;6;2;37;1;3;2;;
3.389;1;7;6;2;33;1;3;3;;
3.389;1;7;6;2;32;2;3;1;;
3.390;1;7;6;2;59;2;1;1;3;2
3.390;1;7;6;2;28;2;3;3;;
3.390;1;7;6;2;17;1;3;;;
3.390;1;7;6;2;9;1;7;;;
3.390;1;7;6;2;4;1;7;;;
3.391;1;7;6;2;47;1;1;3;1;
3.391;1;7;6;2;47;2;2;1;;
3.391;1;7;6;2;20;2;3;3;;
3.392;1;7;6;2;62;1;1;1;1;1
3.393;1;7;6;2;86;2;1;1;1;1
3.394;1;7;6;2;74;2;1;1;2;
3.394;1;7;6;2;51;2;10;1;;
3.394;1;7;6;2;45;2;10;1;;
3.395;1;7;6;2;65;2;9;2;1;
3.395;1;7;6;2;43;2;1;1;;
3.396;1;7;6;2;82;2;1;;1;
3.397;1;7;6;2;67;2;2;;1;
3.397;1;7;6;2;70;1;1;;;
3.397;1;7;6;2;22;2;7;;;
3.397;1;7;6;2;1;2;10;;;
3.398;1;7;6;2;39;1;1;;1;
3.398;1;7;6;2;21;2;2;;;
3.398;1;7;6;2;17;1;3;;;
3.398;1;7;6;2;13;1;3;;;
3.398;1;7;6;2;0;2;3;;;
3.399;1;7;6;2;28;1;1;;1;
3.400;1;7;6;2;49;1;1;3;2;2
3.400;1;7;6;2;48;2;2;;;
3.400;1;7;6;2;17;2;3;;;
3.400;1;7;6;2;10;2;3;;;
3.401;1;7;6;2;39;2;1;;2;
3.401;1;7;6;2;45;1;2;;;
3.401;1;7;6;2;23;2;3;3;;
3.401;1;7;6;2;18;2;3;;;
3.401;1;7;6;2;18;1;3;;;
3.401;1;7;6;2;13;1;3;;;
3.401;1;7;6;2;12;2;3;;;
3.401;1;7;6;2;10;2;3;;;
3.402;1;7;6;2;63;1;1;;1;1
3.402;1;7;6;2;63;2;2;1;;
3.402;1;7;6;2;29;2;3;3;;
3.402;1;7;6;2;37;1;5;1;;
3.402;1;7;6;2;3;2;7;;;
3.403;1;7;6;2;66;2;1;9;1;
3.403;1;7;6;2;42;2;3;1;;
3.404;1;7;6;2;72;2;1;3;1;1
3.404;1;7;6;2;36;2;3;1;;
3.404;1;7;6;2;42;1;10;1;;
3.405;1;7;6;2;35;1;1;3;1;
3.405;1;7;6;2;32;2;2;3;;
3.405;1;7;6;2;9;1;3;;;
3.405;1;7;6;2;7;2;3;;;
3.405;1;7;6;2;3;2;3;;;
3.406;1;7;6;2;31;1;1;3;2;
3.406;1;7;6;2;27;2;2;;;
3.406;1;7;6;2;2;1;3;;;
3.407;1;7;6;2;33;1;1;1;1;
3.407;1;7;6;2;33;2;2;1;;
3.407;1;7;6;2;5;2;3;;;
3.407;1;7;6;2;3;1;3;;;
3.408;1;7;6;2;53;1;1;;2;
3.408;1;7;6;2;59;2;2;3;;
3.408;1;7;6;2;23;2;3;;;
3.408;1;7;6;2;22;2;3;3;;
3.409;1;7;6;2;43;2;1;3;1;
3.409;1;7;6;2;38;1;2;;;
3.409;1;7;6;2;15;2;3;3;;
3.409;1;7;6;2;5;1;3;;;
3.410;1;7;6;2;54;2;1;1;1;1
3.410;1;7;6;2;25;2;3;9;;
3.411;1;7;6;2;44;1;1;;1;1
3.411;1;7;6;2;42;2;2;;;
3.411;1;7;6;2;21;2;3;1;;
3.411;1;7;6;2;17;2;3;;;
3.412;1;7;6;2;24;2;1;1;1;
3.412;1;7;6;2;71;2;10;;;
3.412;1;7;6;2;4;1;3;;;
3.413;1;7;6;2;42;2;1;3;3;
3.413;1;7;6;2;6;1;3;;;
3.413;1;7;6;2;6;2;3;;;
3.414;1;7;6;2;57;1;1;;1;1
3.414;1;7;6;2;58;2;2;;;
3.415;1;7;6;2;41;2;1;3;3;1
3.415;1;7;6;2;61;2;9;;;
3.415;1;7;6;2;21;2;3;;;
3.415;1;7;6;2;19;1;3;;;
3.415;1;7;6;2;7;2;3;;;
3.416;1;7;6;2;48;2;1;;1;1
3.416;1;7;6;2;57;1;2;1;;
3.416;1;7;6;2;14;1;3;;;
3.417;1;7;6;2;40;1;1;1;1;1
3.417;1;7;6;2;40;2;2;1;;
3.417;1;7;6;2;12;1;3;;;
3.417;1;7;6;2;10;1;3;;;
3.417;1;7;6;2;6;2;3;;;
3.418;1;7;6;2;30;2;1;3;1;1
3.418;1;7;6;2;42;1;2;1;;
3.418;1;7;6;2;12;1;3;;;
3.418;1;7;6;2;7;1;3;;;
3.418;1;7;6;2;0;2;3;;;
3.419;1;7;6;2;36;1;1;1;1;1
3.419;1;7;6;2;40;2;2;;;
3.419;1;7;6;2;14;2;3;;;
3.419;1;7;6;2;14;2;3;;;
3.419;1;7;6;2;3;2;3;;;
3.420;1;7;6;2;40;1;1;1;1;1
3.420;1;7;6;2;34;2;2;;;
3.420;1;7;6;2;13;2;3;;;
3.420;1;7;6;2;8;2;3;;;
3.421;1;7;6;2;81;2;1;3;1;
3.421;1;7;6;2;91;1;2;1;;
3.422;1;7;6;2;64;1;1;1;1;1
3.422;1;7;6;2;61;2;2;1;;
3.422;1;7;6;2;40;1;3;2;;
3.422;1;7;6;2;34;2;3;2;;
3.422;1;7;6;2;28;2;3;2;;
3.423;1;7;6;2;64;2;1;9;1;1
3.423;1;7;6;2;63;1;2;3;;
3.423;1;7;6;2;28;2;3;;;
3.424;1;7;6;2;81;1;1;;3;
3.424;1;7;6;2;74;2;2;;;
3.424;1;7;6;2;42;2;3;3;;
3.424;1;7;6;2;38;2;3;3;;
3.424;1;7;6;2;17;2;7;;;
3.424;1;7;6;2;17;1;7;;;
3.424;1;7;6;2;14;2;7;;;
3.424;1;7;6;2;11;2;7;;;
3.424;1;7;6;2;9;2;7;;;
3.425;1;7;6;2;43;1;1;1;1;1
3.425;1;7;6;2;41;2;2;;;
3.425;1;7;6;2;14;2;3;;;
3.425;1;7;6;2;12;1;3;;;
3.425;1;7;6;2;7;1;3;;;
3.426;1;7;6;2;50;1;1;3;2;
3.426;1;7;6;2;41;2;2;;;
3.426;1;7;6;2;23;2;3;;;
3.426;1;7;6;2;21;2;3;;;
3.426;1;7;6;2;19;2;3;;;
3.426;1;7;6;2;18;2;3;;;
3.426;1;7;6;2;11;1;3;;;
3.426;1;7;6;2;0;1;7;;;
3.426;2;7;6;2;47;1;1;3;2;
3.426;2;7;6;2;49;2;2;3;;
3.428;1;7;6;2;74;2;1;;1;1
3.428;1;7;6;2;51;2;3;2;;
3.428;1;7;6;2;42;1;3;3;;
3.428;1;7;6;2;46;1;3;1;;
3.428;1;7;6;2;22;2;7;;;
3.428;1;7;6;2;17;2;7;;;
3.428;2;7;6;2;69;1;1;1;1;1
3.428;2;7;6;2;52;2;2;;;
3.428;2;7;6;2;10;1;3;9;;
3.430;1;7;6;2;80;1;1;1;1;1
3.430;1;7;6;2;81;2;2;1;;
3.431;1;7;6;2;86;2;1;;1;
3.432;1;7;6;2;44;1;1;;1;
3.432;1;7;6;2;44;2;2;;;
3.432;1;7;6;2;14;2;3;;;
3.432;1;7;6;2;11;1;3;;;
3.432;1;7;6;2;25;1;3;;;
3.433;1;7;6;2;71;1;1;;1;2
3.433;1;7;6;2;63;2;2;1;;
3.433;1;7;6;2;35;2;3;1;;
3.433;1;7;6;2;27;2;3;1;;
3.434;1;7;6;2;75;2;1;1;1;1
3.434;1;7;6;2;50;1;5;1;;
3.434;1;7;6;2;47;2;3;1;;
3.434;1;7;6;2;13;1;7;;;
3.435;1;7;6;2;54;1;1;1;3;9
3.435;1;7;6;2;24;1;3;1;;
3.436;1;7;6;2;81;2;1;1;1;9
3.437;1;7;6;2;73;1;1;1;1;1
3.438;1;7;6;2;65;2;1;1;1;1
3.438;1;7;6;2;92;2;9;;;
3.438;1;7;6;2;30;1;3;1;;
3.438;1;7;6;2;26;2;5;1;;
3.439;1;7;6;2;43;2;1;1;1;9
3.439;1;7;6;2;14;2;3;;;
3.440;1;7;6;2;55;2;1;1;2;1
3.440;1;7;6;2;22;1;10;3;;
3.440;1;7;6;2;23;1;10;3;;
3.441;1;7;6;2;47;1;1;3;1;1
3.441;1;7;6;2;81;1;9;1;;
3.441;1;7;6;2;79;2;9;;;
3.441;1;7;6;2;38;2;6;;;
3.441;1;7;6;2;14;2;10;;;
3.442;1;7;6;2;65;2;1;1;1;1
3.442;1;7;6;2;25;1;3;;;
3.442;1;7;6;2;18;1;7;;;
3.442;1;7;6;2;17;1;7;;;
3.443;1;7;6;2;64;1;1;;1;
3.444;1;7;6;2;60;2;1;1;1;1
3.444;1;7;6;2;62;1;2;;;
3.444;1;7;6;2;30;1;3;;;
3.444;1;7;6;2;34;1;3;2;;
3.445;1;7;6;2;65;1;1;1;1;1
3.445;1;7;6;2;55;2;2;1;;
3.445;1;7;6;2;32;1;3;;;
3.446;1;7;6;2;35;1;1;;1;1
3.446;1;7;6;2;36;2;2;3;;
3.446;1;7;6;2;1;2;3;;;
3.447;1;7;6;2;64;1;1;1;1;1
3.447;1;7;6;2;59;2;2;1;;
3.447;1;7;6;2;25;2;3;2;;
3.447;1;7;6;2;24;2;3;;;
3.448;1;7;6;2;50;1;1;1;1;1
3.448;1;7;6;2;49;2;2;1;;
3.448;1;7;6;2;19;1;3;;;
3.448;1;7;6;2;10;1;3;;;
3.449;1;7;6;2;45;2;1;1;1;1
3.449;1;7;6;2;24;2;3;1;;
3.449;1;7;6;2;22;1;3;1;;
3.449;1;7;6;2;9;2;3;;;
3.450;1;7;6;2;51;2;1;1;2;2
3.450;1;7;6;2;56;1;2;1;;
3.451;1;7;6;2;58;2;1;;1;1
3.452;1;7;6;2;42;1;1;1;1;9
3.452;1;7;6;2;40;2;2;;;
3.452;1;7;6;2;21;1;3;;;
3.453;1;7;6;2;70;2;1;3;1;1
3.454;1;7;6;2;51;1;1;1;1;2
3.454;1;7;6;2;41;2;2;;;
3.454;1;7;6;2;29;1;3;3;;
3.454;1;7;6;2;26;1;3;3;;
3.454;1;7;6;2;23;1;3;3;;
3.454;1;7;6;2;23;2;5;;;
3.454;1;7;6;2;2;2;7;;;
3.454;1;7;6;2;1;2;7;;;
3.455;1;7;6;2;47;1;1;3;2;1
3.455;1;7;6;2;39;2;2;1;;
3.455;1;7;6;2;6;2;3;;;
3.456;1;7;6;2;21;1;1;;2;1
3.457;1;7;6;2;48;1;1;1;1;1
3.457;1;7;6;2;35;2;2;;;
3.457;1;7;6;2;19;2;8;3;;
3.457;1;7;6;2;8;2;3;;;
3.457;1;7;6;2;5;1;3;;;
3.458;1;7;6;2;60;1;1;1;1;
3.458;1;7;6;2;49;2;2;;;
3.458;1;7;6;2;18;1;3;;;
3.458;1;7;6;2;17;2;3;;;
3.458;1;7;6;2;16;1;3;;;
3.458;1;7;6;2;14;1;3;;;
3.458;1;7;6;2;13;2;3;;;
3.459;1;8;6;3;35;1;1;1;1;
3.459;1;8;6;3;30;2;2;;;
3.459;1;8;6;3;11;2;3;;;
3.459;1;8;6;3;6;1;3;;;
3.460;1;8;6;3;64;1;1;;1;2
3.461;1;8;6;3;56;1;1;1;1;1
3.461;1;8;6;3;19;2;3;;;
3.461;1;8;6;3;12;2;3;;;
3.462;1;8;6;3;43;2;1;1;2;1
3.462;1;8;6;3;42;1;2;1;;
3.462;1;8;6;3;17;1;3;;;
3.462;1;8;6;3;16;1;3;;;
3.463;1;8;6;3;40;1;1;1;1;1
3.463;1;8;6;3;35;2;2;1;;
3.463;1;8;6;3;9;2;3;;;
3.463;1;8;6;3;6;2;3;;;
3.464;1;8;6;3;52;1;1;1;1;
3.464;1;8;6;3;42;2;2;1;;
3.464;1;8;6;3;15;2;3;;;
3.465;1;8;6;3;47;2;1;;1;1
3.466;1;8;6;3;75;1;1;9;1;
3.467;1;8;6;3;50;2;1;3;1;
3.467;1;8;6;3;19;1;7;3;;
3.468;1;8;6;3;42;2;1;1;2;1
3.468;1;8;6;3;44;1;2;1;;
3.468;1;8;6;3;10;2;3;;;
3.468;1;8;6;3;5;2;3;;;
3.469;1;8;6;3;66;2;1;;1;
3.469;1;8;6;3;58;1;2;;;
3.476;1;8;6;3;42;1;1;1;1;1
3.476;1;8;6;3;35;2;2;9;;
3.476;1;8;6;3;12;1;3;;;
3.476;1;8;6;3;5;1;3;;;
3.476;1;8;6;3;3;1;3;;;
3.477;1;8;6;3;62;1;1;1;1;2
3.477;1;8;6;3;57;2;2;1;;
3.477;1;8;6;3;22;1;3;;;
3.477;1;8;6;3;18;1;3;;;
3.478;1;8;6;3;70;2;1;;1;
3.479;1;8;6;3;47;1;1;1;1;1
3.479;1;8;6;3;46;2;2;1;;
3.479;1;8;6;3;20;1;3;;;
3.479;1;8;6;3;17;1;3;;;
3.479;1;8;6;3;15;1;3;;;
3.480;1;8;6;3;34;2;1;1;1;
3.480;1;8;6;3;62;2;9;1;;
3.480;1;8;6;3;3;2;3;;;
3.481;1;8;6;3;44;1;1;1;1;
3.481;1;8;6;3;79;2;10;;;
3.481;1;8;6;3;60;2;9;1;;
3.481;1;8;6;3;24;1;6;;;
3.482;1;8;6;3;33;1;3;3;9;
3.482;1;8;6;3;54;1;1;9;;
3.482;1;8;6;3;55;2;2;;;
3.482;1;8;6;3;26;2;3;;;
3.482;1;8;6;3;21;2;3;;;
3.482;1;8;6;3;18;1;3;;;
3.482;1;8;6;3;28;1;3;9;;
3.483;1;8;6;3;73;1;9;;2;
3.483;1;8;6;3;41;1;1;;;
3.483;1;8;6;3;33;2;2;1;;
3.483;1;8;6;3;9;1;3;;;
3.483;1;8;6;3;5;1;3;;;
3.483;1;8;6;3;35;1;8;1;;
3.484;1;8;6;3;70;2;1;1;1;
3.485;1;8;6;3;52;2;1;1;1;1
3.485;1;8;6;3;11;2;3;;;
3.486;1;8;6;3;32;1;1;1;9;
3.486;1;8;6;3;31;2;2;1;;
3.487;1;8;6;3;69;1;1;;1;1
3.487;1;8;6;3;52;2;2;1;;
3.488;1;8;6;3;32;1;1;1;1;1
3.488;1;8;6;3;34;2;2;1;;
3.488;1;8;6;3;12;2;3;;;
3.488;1;8;6;3;4;1;3;;;
3.489;1;7;6;3;63;2;1;1;1;1
3.489;1;7;6;3;37;1;3;1;;
3.489;1;7;6;3;32;2;3;1;;
3.489;1;7;6;3;20;2;3;;;
3.489;1;7;6;3;0;1;7;;;
3.490;1;7;6;3;71;1;1;;1;1
3.490;1;7;6;3;71;2;2;;;
3.490;1;7;6;3;44;2;3;1;;
3.490;1;7;6;3;24;1;7;1;;
3.490;1;7;6;3;11;1;7;;;
3.491;1;7;6;3;65;2;1;1;1;9
3.491;1;7;6;3;63;1;2;;;
3.491;1;7;6;3;34;2;3;1;;
3.491;1;7;6;3;27;1;3;;;
3.492;1;7;6;3;34;2;1;1;1;
3.492;1;7;6;3;36;1;2;;;
3.492;1;7;6;3;9;2;3;;;
3.492;1;7;6;3;4;1;3;;;
3.493;1;7;6;3;66;2;1;1;1;1
3.493;1;7;6;3;68;1;2;1;;
3.493;1;7;6;3;30;2;3;3;;
3.493;1;7;6;3;4;1;7;;;
3.494;1;7;6;3;31;2;1;3;1;
3.494;1;7;6;3;58;2;9;;;
3.495;1;8;6;4;50;1;1;1;1;
3.495;1;8;6;4;38;2;2;1;;
3.495;1;8;6;4;19;2;3;9;;
3.495;1;8;6;4;10;1;3;;;
3.496;1;8;6;3;62;1;1;1;1;2
3.496;1;8;6;3;57;2;2;1;;
3.497;1;8;6;3;77;2;1;1;3;
3.498;1;8;6;3;31;1;1;1;2;9
3.498;1;8;6;3;31;2;2;1;;
3.498;1;8;6;3;13;2;3;;;
3.498;1;8;6;3;5;1;3;;;
3.499;1;8;6;3;58;1;1;1;1;
3.499;1;8;6;3;63;2;2;1;;
3.499;1;8;6;3;42;2;3;1;;
3.499;1;8;6;3;22;1;7;;;
3.499;1;8;6;3;21;2;10;1;;
3.499;1;8;6;3;2;2;10;;;
3.500;1;8;6;3;68;1;1;;3;
3.500;1;8;6;3;67;2;2;1;;
3.500;1;8;6;3;35;2;3;1;;
3.500;1;8;6;3;3;1;7;;;
3.501;1;8;6;4;53;1;1;1;1;1
3.501;1;8;6;4;38;2;2;;;
3.501;1;8;6;4;17;2;3;;;
3.501;1;8;6;4;14;2;3;;;
3.503;1;8;6;4;42;1;1;1;1;
3.503;1;8;6;4;42;2;2;1;;
3.503;1;8;6;4;10;2;3;;;
3.503;1;8;6;4;8;2;3;;;
3.504;1;8;6;4;53;2;1;1;1;1
3.504;1;8;6;4;50;1;2;3;;
3.505;1;8;6;4;55;2;1;9;2;
3.505;1;8;6;4;21;3;3;9;;
3.507;1;8;6;4;36;1;1;1;1;1
3.507;1;8;6;4;32;2;2;3;;
3.507;1;8;6;4;7;2;3;;;
3.507;1;8;6;4;5;2;3;;;
3.508;1;8;6;4;35;2;1;1;1;
3.508;1;8;6;4;32;1;2;1;;
3.508;1;8;6;4;3;1;3;;;
3.508;1;8;6;4;1;2;3;;;
3.509;1;8;6;4;33;1;1;;9;9
3.509;1;8;6;4;29;2;2;;;
3.509;1;8;6;4;12;1;3;;;
3.509;1;8;6;4;10;1;3;;;
3.510;1;8;6;4;35;1;2;1;1;2
3.510;1;8;6;4;27;2;1;1;;
3.510;1;8;6;4;9;2;3;;;
3.512;1;7;6;3;72;2;1;1;1;
3.512;1;7;6;3;40;1;3;;;
3.512;1;7;6;3;14;2;7;;;
3.513;1;7;6;3;57;1;1;1;1;1
3.513;1;7;6;3;43;2;2;;;
3.513;1;7;6;3;21;2;3;;;
3.513;1;7;6;3;19;2;3;;;
3.513;1;7;6;3;18;2;3;;;
3.513;1;7;6;3;15;1;3;;;
3.513;1;7;6;3;22;1;10;3;;
3.514;1;7;6;3;63;1;1;1;1;1
3.514;1;7;6;3;56;2;2;;;
3.514;1;7;6;3;23;1;3;;;
3.514;1;7;6;3;8;1;3;;;
3.515;1;7;6;3;47;2;1;1;1;
3.515;1;7;6;3;51;1;2;1;;
